COUNTRY;FECHA;CONTAGIADOS;FALLECIDOS;RECUPERADOS;HOSPITALIZADOS;UCIs
BOLIVIA;08/03/2020;1;0;0;0;
BOLIVIA;09/03/2020;1;0;0;0;
BOLIVIA;10/03/2020;5;0;0;0;
BOLIVIA;11/03/2020;3;0;0;0;
BOLIVIA;12/03/2020;0;0;0;0;
BOLIVIA;13/03/2020;2;0;0;0;
BOLIVIA;14/03/2020;0;0;0;0;
BOLIVIA;15/03/2020;1;0;0;0;
BOLIVIA;16/03/2020;1;0;0;0;
BOLIVIA;17/03/2020;1;0;0;0;
BOLIVIA;18/03/2020;3;0;0;0;
BOLIVIA;19/03/2020;2;0;0;0;
BOLIVIA;20/03/2020;7;0;0;0;
BOLIVIA;21/03/2020;3;0;0;0;
BOLIVIA;22/03/2020;0;0;0;0;
BOLIVIA;23/03/2020;1;0;0;0;
BOLIVIA;24/03/2020;1;0;0;0;
BOLIVIA;25/03/2020;7;0;0;0;
BOLIVIA;26/03/2020;22;0;0;0;
BOLIVIA;27/03/2020;13;0;0;0;
BOLIVIA;28/03/2020;7;0;0;0;
BOLIVIA;29/03/2020;7;3;0;0;
BOLIVIA;30/03/2020;11;0;0;0;
BOLIVIA;31/03/2020;8;0;0;0;
BOLIVIA;01/04/2020;8;0;1;0;
BOLIVIA;02/04/2020;9;0;1;0;
BOLIVIA;03/04/2020;7;0;1;0;
BOLIVIA;04/04/2020;18;0;0;0;
BOLIVIA;05/04/2020;26;1;0;0;
BOLIVIA;06/04/2020;11;3;0;0;
BOLIVIA;07/04/2020;16;0;0;0;
BOLIVIA;07/04/2020;16;15;0;;
BOLIVIA;08/04/2020;54;18;0;;
BOLIVIA;09/04/2020;4;19;0;;
BOLIVIA;10/04/2020;7;20;0;;
BOLIVIA;11/04/2020;25;24;0;;
BOLIVIA;12/04/2020;30;27;0;;
BOLIVIA;13/04/2020;24;28;6;;
BOLIVIA;14/04/2020;43;0;7;;
BOLIVIA;15/04/2020;44;29;14;;
BOLIVIA;16/04/2020;24;31;26;;
BOLIVIA;17/04/2020;28;0;31;;
BOLIVIA;18/04/2020;27;32;0;;
BOLIVIA;19/04/2020;44;33;0;;
BOLIVIA;20/04/2020;34;34;37;;
BOLIVIA;21/04/2020;11;37;44;;
BOLIVIA;22/04/2020;63;40;0;;
BOLIVIA;23/04/2020;31;43;54;;
BOLIVIA;24/04/2020;104;44;63;;
BOLIVIA;25/04/2020;59;46;75;;
BOLIVIA;26/04/2020;84;50;81;;
BOLIVIA;27/04/2020;64;53;100;;
BOLIVIA;28/04/2020;39;55;110;;
BOLIVIA;29/04/2020;57;59;117;;
BOLIVIA;30/04/2020;57;62;132;;
BOLIVIA;01/05/2020;62;66;134;;
BOLIVIA;02/05/2020;241;71;159;;
BOLIVIA;03/05/2020;124;76;166;;
BOLIVIA;04/05/2020;87;82;174;;
BOLIVIA;05/05/2020;121;86;187;;
BOLIVIA;06/05/2020;84;91;198;;
BOLIVIA;07/05/2020;195;102;219;;
BOLIVIA;08/05/2020;185;106;237;;
BOLIVIA;09/05/2020;171;114;258;;
BOLIVIA;10/05/2020;119;117;273;;
BOLIVIA;11/05/2020;275;122;299;;
BOLIVIA;12/05/2020;133;128;313;;
BOLIVIA;13/05/2020;184;142;339;;
BOLIVIA;14/05/2020;224;152;356;;
BOLIVIA;15/05/2020;205;164;434;;
BOLIVIA;16/05/2020;249;165;473;;
BOLIVIA;17/05/2020;262;169;493;;
BOLIVIA;18/05/2020;175;174;503;;
BOLIVIA;19/05/2020;218;189;533;;
BOLIVIA;20/05/2020;438;199;553;;
BOLIVIA;21/05/2020;268;215;561;;
BOLIVIA;22/05/2020;392;230;575;;
BOLIVIA;23/05/2020;336;240;609;;
BOLIVIA;24/05/2020;348;250;629;;
BOLIVIA;25/05/2020;397;261;647;;
BOLIVIA;26/05/2020;476;263;677;;
BOLIVIA;27/05/2020;632;280;689;;
BOLIVIA;28/05/2020;619;293;738;;
BOLIVIA;29/05/2020;344;300;749;;
BOLIVIA;30/05/2020;861;310;889;;
BOLIVIA;31/05/2020;390;313;986;;
BOLIVIA;01/06/2020;549;343;1132;;
BOLIVIA;02/06/2020;460;376;1298;;
BOLIVIA;03/06/2020;647;400;1507;;
BOLIVIA;04/06/2020;607;415;1658;;
BOLIVIA;05/06/2020;483;427;1734;;
BOLIVIA;06/06/2020;630;454;1902;;
BOLIVIA;07/06/2020;285;465;2086;;
BOLIVIA;08/06/2020;306;475;2159;;
BOLIVIA;09/06/2020;695;487;2190;;
BOLIVIA;10/06/2020;637;512;2261;;
BOLIVIA;11/06/2020;884;533;2372;;
BOLIVIA;12/06/2020;764;559;2431;;
BOLIVIA;13/06/2020;913;585;2768;;
BOLIVIA;14/06/2020;617;611;3113;;
BOLIVIA;15/06/2020;614;632;3430;;
BOLIVIA;16/06/2020;810;659;3752;;
BOLIVIA;17/06/2020;802;679;4002;;
BOLIVIA;18/06/2020;814;697;4320;;
BOLIVIA;19/06/2020;977;715;4670;;
BOLIVIA;20/06/2020;1036;740;5086;;
BOLIVIA;21/06/2020;876;773;773;;
BOLIVIA;22/06/2020;1105;820;820;;
BOLIVIA;23/06/2020;896;846;896;;
BOLIVIA;24/06/2020;1098;876;876;;
BOLIVIA;25/06/2020;1016;913;913;;
BOLIVIA;26/06/2020;920;934;934;;
BOLIVIA;27/06/2020;1253;970;970;;
BOLIVIA;28/06/2020;848;1014;1014;;
BOLIVIA;29/06/2020;601;1071;1071;;
BOLIVIA;30/06/2020;1094;1123;1123;;
BRAZIL;26/02/2020;1;0;0;0;
BRAZIL;27/02/2020;0;0;0;0;
BRAZIL;28/02/2020;0;0;0;0;
BRAZIL;29/02/2020;0;0;0;0;
BRAZIL;01/03/2020;0;0;0;0;
BRAZIL;02/03/2020;0;0;0;0;
BRAZIL;03/03/2020;1;0;0;0;
BRAZIL;04/03/2020;0;0;0;0;
BRAZIL;05/03/2020;4;0;0;0;
BRAZIL;06/03/2020;1;0;0;0;
BRAZIL;07/03/2020;11;0;0;0;
BRAZIL;08/03/2020;0;0;0;0;
BRAZIL;09/03/2020;6;0;0;0;
BRAZIL;10/03/2020;0;0;0;0;
BRAZIL;11/03/2020;9;0;0;0;
BRAZIL;12/03/2020;18;0;0;0;
BRAZIL;13/03/2020;46;0;0;0;
BRAZIL;14/03/2020;23;0;0;0;
BRAZIL;15/03/2020;0;0;0;0;
BRAZIL;16/03/2020;79;0;0;0;
BRAZIL;17/03/2020;34;0;0;0;
BRAZIL;18/03/2020;57;1;0;0;
BRAZIL;19/03/2020;137;3;0;0;
BRAZIL;20/03/2020;193;0;0;0;
BRAZIL;21/03/2020;283;7;0;0;
BRAZIL;22/03/2020;0;0;0;0;
BRAZIL;23/03/2020;0;0;0;0;
BRAZIL;24/03/2020;1297;35;0;0;
BRAZIL;25/03/2020;0;0;0;0;
BRAZIL;26/02/2020;0;0;0;0;0
BRAZIL;27/02/2020;0;0;0;0;0
BRAZIL;28/02/2020;0;0;0;0;0
BRAZIL;29/02/2020;1;0;0;0;0
BRAZIL;01/03/2020;0;0;0;0;0
BRAZIL;02/03/2020;0;0;0;0;0
BRAZIL;03/03/2020;0;0;0;0;0
BRAZIL;04/03/2020;1;0;0;0;0
BRAZIL;05/03/2020;4;0;0;0;0
BRAZIL;06/03/2020;6;0;0;0;0
BRAZIL;07/03/2020;6;0;0;0;0
BRAZIL;08/03/2020;6;0;0;0;0
BRAZIL;09/03/2020;0;0;0;0;0
BRAZIL;10/03/2020;9;0;0;0;0
BRAZIL;11/03/2020;18;0;0;0;0
BRAZIL;12/03/2020;25;0;0;0;0
BRAZIL;13/03/2020;21;0;0;0;0
BRAZIL;14/03/2020;23;0;0;0;0
BRAZIL;15/03/2020;79;0;0;0;0
BRAZIL;16/03/2020;34;0;0;0;0
BRAZIL;17/03/2020;57;1;0;0;0
BRAZIL;18/03/2020;137;3;0;0;0
BRAZIL;19/03/2020;193;2;0;0;0
BRAZIL;20/03/2020;283;5;0;0;0
BRAZIL;21/03/2020;224;7;0;0;0
BRAZIL;22/03/2020;418;7;0;0;0
BRAZIL;23/03/2020;345;9;0;0;0
BRAZIL;24/03/2020;310;12;0;0;0
BRAZIL;25/03/2020;232;11;0;0;0
BRAZIL;26/03/2020;482;20;0;0;0
BRAZIL;27/03/2020;502;15;0;0;0
BRAZIL;28/03/2020;486;22;0;0;0
BRAZIL;29/03/2020;353;22;0;0;0
BRAZIL;30/03/2020;323;23;0;0;0
BRAZIL;31/03/2020;1138;42;0;0;0
BRAZIL;01/04/2020;1117;40;0;0;0
BRAZIL;02/04/2020;1076;58;0;0;0
BRAZIL;03/04/2020;1146;60;0;0;0
BRAZIL;04/04/2020;1222;73;0;0;0
BRAZIL;05/04/2020;852;54;0;0;0
BRAZIL;06/04/2020;926;67;0;0;0
BRAZIL;07/04/2020;1661;114;0;0;0
BRAZIL;08/04/2020;2210;133;0;0;0
BRAZIL;09/04/2020;1930;141;0;0;0
BRAZIL;10/04/2020;1781;115;0;0;0
BRAZIL;11/04/2020;1089;68;0;0;0
BRAZIL;12/04/2020;1442;99;0;0;0
BRAZIL;13/04/2020;1261;105;0;0;0
BRAZIL;14/04/2020;1832;204;0;0;0
BRAZIL;15/04/2020;3058;204;0;0;0
BRAZIL;16/04/2020;2105;188;0;0;0
BRAZIL;17/04/2020;3257;217;0;0;0
BRAZIL;18/04/2020;2917;206;0;0;0
BRAZIL;19/04/2020;2055;115;0;0;0
BRAZIL;20/04/2020;1927;113;0;0;0
BRAZIL;21/04/2020;2498;166;0;0;0
BRAZIL;22/04/2020;2678;165;0;0;0
BRAZIL;23/04/2020;3735;407;0;0;0
BRAZIL;24/04/2020;3503;357;0;0;0
BRAZIL;25/04/2020;5514;346;0;0;0
BRAZIL;26/04/2020;3379;189;0;0;0
BRAZIL;27/04/2020;4613;338;0;0;0
BRAZIL;28/04/2020;5385;474;0;0;0
BRAZIL;29/04/2020;6276;449;0;0;0
BRAZIL;30/04/2020;7218;435;0;0;0
BRAZIL;01/05/2020;5919;428;0;0;0
BRAZIL;02/05/2020;5097;395;0;0;0
BRAZIL;03/05/2020;4751;301;0;0;0
BRAZIL;04/05/2020;6633;296;0;0;0
BRAZIL;05/05/2020;6935;600;0;0;0
BRAZIL;06/05/2020;10503;614;0;0;0
BRAZIL;07/05/2020;9888;611;0;0;0
BRAZIL;08/05/2020;10222;749;0;0;0
BRAZIL;09/05/2020;10611;732;0;0;0
BRAZIL;10/05/2020;6760;496;0;0;0
BRAZIL;11/05/2020;5632;396;0;0;0
BRAZIL;12/05/2020;9258;881;0;0;0
BRAZIL;13/05/2020;11385;749;0;0;0
BRAZIL;14/05/2020;13944;844;0;0;0
BRAZIL;15/05/2020;15305;824;0;0;0
BRAZIL;16/05/2020;14919;816;0;0;0
BRAZIL;17/05/2020;7938;485;0;0;0
BRAZIL;18/05/2020;13140;674;0;0;0
BRAZIL;19/05/2020;17408;1179;0;0;0
BRAZIL;20/05/2020;19951;888;0;0;0
BRAZIL;21/05/2020;18508;1188;0;0;0
BRAZIL;22/05/2020;20803;999;0;0;0
BRAZIL;23/05/2020;16508;967;0;0;0
BRAZIL;24/05/2020;15813;653;0;0;0
BRAZIL;25/05/2020;11687;807;0;0;0
BRAZIL;26/05/2020;16324;1039;0;0;0
BRAZIL;27/05/2020;20599;1086;0;0;0
CHILE;08/04/2020;1;0;0;0;0
CHILE;09/04/2020;2;0;0;0;0
CHILE;10/04/2020;1;0;0;0;0
CHILE;06/03/2020;1;0;0;0;0
CHILE;07/03/2020;2;0;0;0;0
CHILE;08/03/2020;3;0;0;0;0
CHILE;09/03/2020;3;0;0;0;0
CHILE;10/03/2020;4;0;0;0;0
CHILE;11/03/2020;5;0;0;0;0
CHILE;12/03/2020;10;0;0;0;0
CHILE;13/03/2020;11;0;0;0;0
CHILE;14/03/2020;18;0;0;0;0
CHILE;15/03/2020;14;0;0;0;0
CHILE;16/03/2020;80;0;0;0;0
CHILE;17/03/2020;46;0;1;0;0
CHILE;18/03/2020;65;0;2;0;0
CHILE;19/03/2020;76;0;2;0;0
CHILE;20/03/2020;92;0;1;0;0
CHILE;21/03/2020;103;1;2;0;0
CHILE;22/03/2020;95;0;0;0;0
CHILE;23/03/2020;290;1;1;0;0
CHILE;24/03/2020;90;0;1;0;0
CHILE;25/03/2020;294;1;1;0;0
CHILE;26/03/2020;304;0;6;0;0
CHILE;27/03/2020;299;0;1;0;0
CHILE;28/03/2020;230;0;8;0;0
CHILE;29/03/2020;310;0;4;0;0
CHILE;30/03/2020;289;0;67;0;0
CHILE;31/03/2020;291;-1;2;0;0
CHILE;01/04/2020;293;4;1;0;0
CHILE;02/04/2020;373;0;23;0;0
CHILE;03/04/2020;333;18;326;0;237
CHILE;04/04/2020;424;5;101;0;43
CHILE;05/04/2020;310;7;90;0;27
CHILE;06/04/2020;344;3;110;0;20
CHILE;07/04/2020;301;6;170;0;10
CHILE;08/04/2020;430;5;217;0;25
CHILE;09/04/2020;426;9;159;0;2
CHILE;10/04/2020;529;8;297;0;23
CHILE;11/04/2020;426;8;293;788;83
CHILE;12/04/2020;286;7;195;5;1
CHILE;13/04/2020;312;2;308;24;22
CHILE;14/04/2020;356;12;570;22;7
CHILE;15/04/2020;356;0;0;241;0
CHILE;16/04/2020;534;11;362;37;6
CHILE;17/04/2020;445;11;322;22;8
CHILE;18/04/2020;478;10;414;58;31
CHILE;19/04/2020;358;7;303;25;78
CHILE;20/04/2020;419;6;338;9;77
CHILE;21/04/2020;325;8;293;81;96
